NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
69      17.7     5.3       94.3         3     ../algorithms/algorithms/linkedlist/intersection.py
70       6.6     2.2       57.0         5     ../algorithms/algorithms/unionfind/count_islands.py
71       5.2     1.8       34.5        10     ../algorithms/algorithms/map/separate_chaining_hashtable.py
72      12.3     5.0       80.0         3     ../algorithms/algorithms/set/set_covering.py
74       8.0     4.0       61.0         1     ../algorithms/algorithms/bit/subsets.py
74       9.8     3.8       81.8         5     ../algorithms/algorithms/matrix/bomb_enemy.py
77       6.9     3.3       45.6         7     ../algorithms/algorithms/strings/is_palindrome.py
77      46.0    13.0      268.0         1     ../algorithms/algorithms/strings/text_justification.py
78      22.3    10.0      176.7         3     ../algorithms/algorithms/strings/strip_url_params.py
80       3.6     1.6       25.7        17     ../algorithms/algorithms/graph/graph.py
83      13.0     5.8      103.5         4     ../algorithms/algorithms/strings/breaking_bad.py
83      10.0     4.3       99.2         6     ../algorithms/algorithms/dfs/sudoku_solver.py
83      13.3     4.0       77.2         6     ../algorithms/algorithms/linkedlist/kth_to_last.py
84       9.8     3.2       69.2         8     ../algorithms/algorithms/tree/avl/avl.py
84      20.3    14.0      179.7         3     ../algorithms/algorithms/matrix/sparse_mul.py
85       5.4     2.3       41.1        13     ../algorithms/algorithms/map/hashtable.py
86       9.9     3.7       93.4         7     ../algorithms/algorithms/dp/longest_increasing.py
88      10.3     4.7       88.7         7     ../algorithms/algorithms/graph/satisfiability.py
88       3.3     1.5       26.0        12     ../algorithms/algorithms/heap/binary_heap.py
91       8.1     2.6       49.3         7     ../algorithms/algorithms/graph/clone_graph.py
92       6.5     2.5       33.5         2     ../algorithms/algorithms/strings/unique_morse.py
93      11.7     4.3      103.2         6     ../algorithms/algorithms/matrix/matrix_inversion.py
97       3.6     1.4       20.6        20     ../algorithms/algorithms/stack/stack.py
107       4.4     1.6       24.4        19     ../algorithms/algorithms/queues/queue.py
108      12.4     2.1       74.7         7     ../algorithms/algorithms/linkedlist/add_two_numbers.py
109      10.6     3.1       57.8         8     ../algorithms/algorithms/arrays/n_sum.py
111      16.8     7.0      138.0         6     ../algorithms/algorithms/graph/maximum_flow.py
121       5.3     1.8       36.7        15     ../algorithms/algorithms/tree/bst/bst.py
122       7.5     3.2       47.8        11     ../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
147      21.0     3.2      145.2         4     ../algorithms/algorithms/maths/symmetry_group_cycle_index.py
190       8.8     2.9       72.7        19     ../algorithms/algorithms/tree/b_tree.py
212      16.6     5.4      109.1        12     ../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
245       6.7     1.9       45.4        33     ../algorithms/algorithms/compression/huffman_coding.py
373      12.2     5.7       98.9        29     ../algorithms/algorithms/maths/polynomial.py
13704       9.1     3.6       65.7      955            3      0.00    0.01
